id,treat,treatxpost,imr,month,zip,frq_purchases,qty_purchases,val_purchases
23,0,0,3,10,93727,16,47,1148.72
24,0,0,2.6,10,10567,16,43,1238.2
25,0,0,3.08,10,95677,14,51,581.76
26,0,0,2.73,10,8840,22,57,871.95
27,0,0,2.49,10,32822,11,39,1075.22
28,0,0,2.52,10,2191,10,35,888.19
29,0,0,2.58,10,35674,17,45,834.52
30,0,0,3.19,10,32205,16,39,489.52
31,0,0,2.44,10,33325,22,33,1380.13
32,0,0,2.83,10,58078,20,47,905.24
33,0,0,2.64,10,48105,7,23,979.78
34,0,0,2.76,10,14617,16,37,842.12
35,0,0,2.59,10,80231,16,22,967.68
36,0,0,2.94,10,32822,10,23,944.9
37,0,0,3.96,10,78046,18,36,736.48
38,0,0,3.66,10,90270,14,33,1129.2
39,0,0,3.02,10,21228,16,34,1153.48
40,0,0,2.48,10,61275,23,27,834.48
41,0,0,4.03,10,49643,19,34,812.32
42,0,0,2.7,10,21502,18,31,1237.38
43,0,0,2.53,10,78748,11,36,1090.98
44,0,0,2.44,10,33023,17,37,1024.47
45,0,0,2.51,10,11040,19,27,900.21
46,0,0,2.5,10,78413,22,38,964.14
47,0,0,2.6,10,19118,21,45,875.39
48,0,0,2.78,10,23838,15,25,985.75
49,0,0,2.55,10,44067,15,29,1137.71
50,0,0,2.56,10,70582,22,45,975.45
51,0,0,2.55,10,90254,12,36,1064.19
52,0,0,2.55,10,12550,17,41,863.84
53,0,0,2.71,10,94591,14,41,1109.02
54,0,0,2.62,10,75460,18,44,764.18
55,0,0,2.53,10,53207,17,34,862.21
56,0,0,3.78,10,85390,8,33,790.12
57,0,0,2.5,10,33615,15,32,932.78
58,0,0,2.69,10,90029,21,34,1094.04
59,0,0,2.52,10,27518,20,21,964.36
60,0,0,2.71,10,85719,11,30,1060.94
61,0,0,2.51,10,53548,12,40,841.99
62,0,0,2.67,10,40228,16,32,1197.13
63,0,0,2.57,10,43616,18,42,1023.66
64,0,0,2.69,10,7044,17,15,702.53
65,0,0,2.52,10,83622,17,40,664.91
66,0,0,2.75,10,75181,22,36,990.02
67,0,0,2.79,10,60502,9,36,589.58
68,0,0,2.9,10,70570,20,30,815.4
69,0,0,2.62,10,85053,23,37,951.12
70,0,0,2.53,10,8021,15,39,1473.25
71,0,0,2.46,10,85212,21,45,1002.35
72,0,0,3.1,10,8731,19,36,974.74
73,0,0,2.5,10,28173,19,41,651.11
74,0,0,3.86,10,23881,14,32,944.88
75,0,0,2.59,10,29170,15,44,1181.54
76,0,0,2.5,10,18252,22,37,889.74
77,0,0,2.58,10,77489,15,35,1114.56
78,0,0,2.46,10,96814,27,28,1085.32
79,0,0,2.6,10,10465,22,45,1115.59
80,0,0,2.62,10,75006,11,26,1078.09
81,0,0,2.66,10,91352,8,24,1156.96
82,0,0,2.48,10,8054,21,30,1376.28
83,0,0,2.51,10,33433,7,57,900.19
84,0,0,2.61,10,44405,25,37,1431.72
85,0,0,2.67,10,23462,15,19,790.17
86,0,0,2.68,10,37087,18,35,1023.31
87,0,0,2.5,10,80014,23,39,927.3
88,0,0,2.78,10,27571,13,41,853.37
89,0,0,2.61,10,52632,20,26,1185.32
90,0,0,2.56,10,7110,10,22,1005.83
91,0,0,2.58,10,85053,15,39,894.47
92,0,0,2.63,10,76021,17,28,962.79
93,0,0,2.49,10,92562,16,41,859.15
94,0,0,2.63,10,11727,15,32,931.48
95,0,0,2.67,10,30701,15,25,968.16
96,0,0,2.41,10,92104,17,33,1072.1
97,0,0,2.71,10,48906,15,51,915.38
98,0,0,2.64,10,87112,14,31,1031.16
99,0,0,2.6,10,49783,12,37,735.57
100,0,0,2.57,10,11222,15,50,988.55
101,1,0,2.8,10,66205,12,41,1138.71
102,1,0,4.11,10,47872,17,33,1045.63
103,1,0,2.71,10,11901,19,34,1133.74
104,1,0,2.92,10,90022,12,37,1070.63
105,1,0,4,10,77845,14,43,904.33
106,1,0,2.62,10,46310,12,24,968.02
107,1,0,2.61,10,8690,11,32,1027.94
108,1,0,3.98,10,35803,12,28,924.22
109,1,0,2.74,10,75212,18,27,584.71
110,1,0,2.53,10,83854,18,44,876.47
111,1,0,2.43,10,85022,19,38,1152.64
112,1,0,2.49,10,67601,18,37,601.25
113,1,0,2.64,10,2324,15,41,1016.44
114,1,0,2.53,10,62401,14,38,1291.1
115,1,0,2.75,10,91402,14,28,1120.59
116,1,0,2.61,10,43119,26,25,1138.5
117,1,0,2.58,10,67601,22,33,995.59
118,1,0,2.47,10,68039,19,35,910.09
119,1,0,2.58,10,45331,18,30,1047.05
120,1,0,2.69,10,37042,18,38,851.18
121,1,0,2.51,10,15062,19,45,791.42
122,1,0,2.73,10,75088,20,36,824.88
123,1,0,2.73,10,55379,21,35,1039.96
124,1,0,2.63,10,60051,18,42,627.53
125,1,0,2.56,10,48838,22,42,1158.74
126,1,0,2.73,10,90044,21,33,762.88
127,1,0,2.51,10,95650,16,50,596.81
128,1,0,2.69,10,7060,19,37,1113.12
129,1,0,2.53,10,21224,15,37,951.36
130,1,0,2.66,10,46055,12,44,1001.15
131,1,0,2.51,10,40118,11,45,855.43
132,1,0,2.58,10,90280,19,38,1077.09
133,1,0,2.77,10,21208,14,36,1208.63
134,1,0,2.48,10,18045,14,45,975.44
135,1,0,2.79,10,70001,15,30,962.34
136,1,0,2.87,10,21043,19,36,767.89
137,1,0,2.82,10,25701,20,28,1179.2
138,1,0,2.54,10,32801,17,44,754.5
139,1,0,2.61,10,90006,22,30,1046.11
140,1,0,3.19,10,13211,20,35,683.25
141,1,0,3.88,10,33460,11,32,670.09
142,1,0,2.59,10,20705,12,52,1295.44
143,1,0,2.53,10,28547,14,41,1154.56
144,1,0,2.46,10,33027,14,41,1213.47
145,1,0,2.47,10,32024,20,43,992.4
146,1,0,2.7,10,32609,17,46,744.11
147,1,0,2.55,10,80916,20,29,1055.73
148,1,0,2.59,10,11411,16,44,690.1
149,1,0,3.64,10,37771,11,29,675.21
150,1,0,3.22,10,37916,20,31,975.8
151,1,0,2.77,10,90501,24,30,839.96
152,1,0,2.52,10,76034,20,32,1068.47
153,1,0,2.61,10,96826,20,46,1002.74
154,1,0,2.62,10,87144,18,20,1089.27
155,1,0,2.75,10,27587,19,30,1192.4
156,1,0,2.53,10,45858,22,23,689.73
157,1,0,2.49,10,91356,19,41,1140.72
158,1,0,2.69,10,53186,22,33,1112.35
159,1,0,3.05,10,90303,15,42,695.99
160,1,0,2.4,10,33023,19,39,846.33
161,1,0,2.5,10,53188,11,37,1107.99
162,1,0,2.56,10,14850,19,32,755.12
163,1,0,2.71,10,48135,16,34,1029.72
164,1,0,2.53,10,48188,16,49,1095.06
165,1,0,2.57,10,19111,19,32,729.27
166,1,0,2.53,10,7107,20,44,1037.17
167,1,0,2.7,10,53090,15,28,1232.01
168,1,0,2.57,10,11717,17,27,733.84
169,1,0,2.43,10,32811,17,39,903.32
170,1,0,2.67,10,60660,21,45,933.62
171,1,0,2.76,10,75228,13,34,1185.88
172,1,0,2.87,10,8221,16,44,783.33
173,1,0,2.53,10,76040,18,33,998.83
174,1,0,2.67,10,76039,17,36,607.05
175,1,0,2.79,10,84044,16,45,853
176,1,0,2.52,10,60008,18,31,619.77
177,1,0,2.54,10,33351,19,29,815.56
178,1,0,2.47,10,41091,18,46,991.75
179,1,0,2.54,10,12302,23,46,1134.82
180,1,0,2.71,10,33411,16,24,787.45
181,1,0,2.55,10,95973,17,26,1124.58
182,1,0,2.7,10,83644,18,29,988.11
183,1,0,2.64,10,2452,21,30,533.28
184,1,0,2.49,10,80634,14,45,796.23
185,1,0,2.81,10,60173,12,28,753.76
186,1,0,2.59,10,99218,15,38,1006.46
187,1,0,2.53,10,85335,16,39,892.44
188,1,0,2.88,10,14626,20,40,1039.45
189,1,0,3.16,10,67525,20,22,1137.46
190,1,0,2.63,10,3044,9,30,1041.12
191,1,0,2.49,10,32812,21,42,965.74
192,1,0,2.45,10,92591,18,38,1043.28
193,1,0,2.57,10,6614,18,40,1059.77
194,1,0,2.5,10,11763,15,39,1130.56
195,1,0,2.6,10,62960,15,37,1276.46
196,1,0,2.5,10,34480,22,34,888.57
197,1,0,2.53,10,7719,16,23,1042.6
198,1,0,2.54,10,49713,11,33,974.63
199,1,0,2.65,10,60445,18,43,1101.17
200,1,0,2.44,10,32258,15,43,738.61
1,0,0,2.95,11,37166,11,36,1076.3
2,0,0,2.65,11,11692,18,34,950.61
3,0,0,2.64,11,34711,17,41,797.16
4,0,0,2.5,11,1904,17,53,1232.37
5,0,0,2.7,11,19143,17,40,742.33
6,0,0,2.69,11,39429,15,42,1317.87
7,0,0,2.51,11,70726,19,36,1098.2
8,0,0,2.6,11,35216,19,44,982.5
9,0,0,2.6,11,55104,17,29,1029.89
10,0,0,2.46,11,85027,15,25,1205.42
11,0,0,2.52,11,30019,22,38,1036.23
12,0,0,2.61,11,85043,26,38,1095.73
13,0,0,2.51,11,87113,17,29,855.19
14,0,0,2.65,11,35007,18,29,1001.33
15,0,0,2.5,11,78664,15,35,1095.36
16,0,0,2.5,11,43068,15,33,1047.23
17,0,0,2.54,11,62690,16,36,1004.12
18,0,0,2.63,11,44095,16,53,1296.69
19,0,0,2.77,11,15202,21,45,1121.05
20,0,0,2.47,11,11801,16,36,1138.09
21,0,0,2.54,11,10462,25,39,1035.87
22,0,0,2.5,11,10312,22,33,1464.14
23,0,0,3,11,93727,18,31,933.45
24,0,0,2.6,11,10567,18,13,948.28
25,0,0,3.08,11,95677,28,43,867.12
26,0,0,2.73,11,8840,10,47,712.94
27,0,0,2.49,11,32822,20,41,1026.93
28,0,0,2.52,11,2191,18,23,713.84
29,0,0,2.58,11,35674,19,50,1482.92
30,0,0,3.19,11,32205,18,39,1384.46
31,0,0,2.44,11,33325,17,52,1215.76
32,0,0,2.83,11,58078,13,32,919.95
33,0,0,2.64,11,48105,19,37,1279.35
34,0,0,2.76,11,14617,14,35,965.27
35,0,0,2.59,11,80231,18,35,1209.77
36,0,0,2.94,11,32822,11,34,1115.99
37,0,0,3.96,11,78046,13,39,890.92
38,0,0,3.66,11,90270,7,42,810.58
39,0,0,3.02,11,21228,19,47,974.23
40,0,0,2.48,11,61275,18,34,970.95
41,0,0,4.03,11,49643,19,23,1263.27
42,0,0,2.7,11,21502,16,27,1224.37
43,0,0,2.53,11,78748,19,27,1237.03
44,0,0,2.44,11,33023,21,43,1053.88
45,0,0,2.51,11,11040,18,34,1481.47
46,0,0,2.5,11,78413,20,33,1041.1
47,0,0,2.6,11,19118,19,27,1158.58
48,0,0,2.78,11,23838,14,25,735.22
49,0,0,2.55,11,44067,18,30,793.35
50,0,0,2.56,11,70582,16,24,774.27
51,0,0,2.55,11,90254,23,42,1378.73
52,0,0,2.55,11,12550,15,32,1266.2
53,0,0,2.71,11,94591,15,40,1245.47
54,0,0,2.62,11,75460,10,36,1379.18
55,0,0,2.53,11,53207,17,44,1027.01
56,0,0,3.78,11,85390,18,32,494.43
57,0,0,2.5,11,33615,15,24,1223.66
58,0,0,2.69,11,90029,17,29,998.75
59,0,0,2.52,11,27518,18,32,1093.18
60,0,0,2.71,11,85719,18,41,950.82
61,0,0,2.51,11,53548,18,32,1291.4
62,0,0,2.67,11,40228,19,42,1005.24
63,0,0,2.57,11,43616,20,32,1025.63
64,0,0,2.69,11,7044,15,35,1275.09
65,0,0,2.52,11,83622,18,41,1120.41
66,0,0,2.75,11,75181,20,36,930.44
67,0,0,2.79,11,60502,14,38,845.44
68,0,0,2.9,11,70570,20,48,1216.04
69,0,0,2.62,11,85053,18,31,861.42
70,0,0,2.53,11,8021,18,29,1077.92
71,0,0,2.46,11,85212,16,34,1143.06
72,0,0,3.1,11,8731,16,25,789.71
73,0,0,2.5,11,28173,17,42,1248.19
74,0,0,3.86,11,23881,13,28,884.5
75,0,0,2.59,11,29170,13,32,1260.58
76,0,0,2.5,11,18252,18,43,819.46
77,0,0,2.58,11,77489,17,29,1199.62
78,0,0,2.46,11,96814,23,41,1112.58
79,0,0,2.6,11,10465,16,49,1116.4
80,0,0,2.62,11,75006,19,30,787.61
81,0,0,2.66,11,91352,7,33,1069.4
82,0,0,2.48,11,8054,15,37,1290.05
83,0,0,2.51,11,33433,17,41,1401.15
84,0,0,2.61,11,44405,17,46,1281.09
85,0,0,2.67,11,23462,12,40,989.33
86,0,0,2.68,11,37087,17,31,848.18
87,0,0,2.5,11,80014,16,43,1513.44
88,0,0,2.78,11,27571,15,37,1238.74
89,0,0,2.61,11,52632,23,38,1381.28
90,0,0,2.56,11,7110,17,29,1252.77
91,0,0,2.58,11,85053,22,36,1570.23
92,0,0,2.63,11,76021,17,43,1206.03
93,0,0,2.49,11,92562,20,40,1098.01
94,0,0,2.63,11,11727,20,35,1281.11
95,0,0,2.67,11,30701,16,38,995.42
96,0,0,2.41,11,92104,12,46,1160.17
97,0,0,2.71,11,48906,15,33,901.92
98,0,0,2.64,11,87112,17,37,995.11
99,0,0,2.6,11,49783,16,41,1501.8
100,0,0,2.57,11,11222,24,22,972.4
101,1,0,2.8,11,66205,18,36,1153.66
102,1,0,4.11,11,47872,17,28,1006.79
103,1,0,2.71,11,11901,24,36,812.93
104,1,0,2.92,11,90022,20,22,1167.6
105,1,0,4,11,77845,11,25,1277.61
106,1,0,2.62,11,46310,17,40,989.03
107,1,0,2.61,11,8690,18,17,735.77
108,1,0,3.98,11,35803,11,33,854.64
109,1,0,2.74,11,75212,21,31,1470.72
110,1,0,2.53,11,83854,19,39,1165.94
111,1,0,2.43,11,85022,14,29,1186.63
112,1,0,2.49,11,67601,15,32,921.08
113,1,0,2.64,11,2324,15,30,1030.36
114,1,0,2.53,11,62401,17,35,1179.9
115,1,0,2.75,11,91402,18,45,1540.52
116,1,0,2.61,11,43119,25,36,1017.57
117,1,0,2.58,11,67601,13,39,985.78
118,1,0,2.47,11,68039,16,43,1221.74
119,1,0,2.58,11,45331,13,36,1015.95
120,1,0,2.69,11,37042,14,30,979.08
121,1,0,2.51,11,15062,20,31,1231.89
122,1,0,2.73,11,75088,9,22,1180.03
123,1,0,2.73,11,55379,16,35,1123.3
124,1,0,2.63,11,60051,12,37,1351.09
125,1,0,2.56,11,48838,19,40,1009.04
126,1,0,2.73,11,90044,15,41,1032.44
127,1,0,2.51,11,95650,21,40,1186.16
128,1,0,2.69,11,7060,14,34,1243.03
129,1,0,2.53,11,21224,14,23,856.46
130,1,0,2.66,11,46055,12,31,931.81
131,1,0,2.51,11,40118,24,35,1068.21
132,1,0,2.58,11,90280,16,25,945.25
133,1,0,2.77,11,21208,10,34,896.64
134,1,0,2.48,11,18045,17,34,1221.95
135,1,0,2.79,11,70001,18,46,1101.29
136,1,0,2.87,11,21043,11,43,980.83
137,1,0,2.82,11,25701,16,31,901.73
138,1,0,2.54,11,32801,20,25,772.32
139,1,0,2.61,11,90006,17,47,1108.7
140,1,0,3.19,11,13211,18,32,922.07
141,1,0,3.88,11,33460,19,27,642.07
142,1,0,2.59,11,20705,12,35,1028.41
143,1,0,2.53,11,28547,21,35,1261.96
144,1,0,2.46,11,33027,18,43,1114.97
145,1,0,2.47,11,32024,17,32,1217.89
146,1,0,2.7,11,32609,14,27,1061.34
147,1,0,2.55,11,80916,17,47,1009.21
148,1,0,2.59,11,11411,21,29,857.58
149,1,0,3.64,11,37771,17,26,1362.82
150,1,0,3.22,11,37916,16,44,1121.42
151,1,0,2.77,11,90501,21,35,1073.09
152,1,0,2.52,11,76034,17,27,1110.81
153,1,0,2.61,11,96826,16,39,1055.86
154,1,0,2.62,11,87144,19,12,1283.54
155,1,0,2.75,11,27587,9,39,904.01
156,1,0,2.53,11,45858,22,35,1312.24
157,1,0,2.49,11,91356,12,27,1204.37
158,1,0,2.69,11,53186,18,20,810.89
159,1,0,3.05,11,90303,14,38,1058.67
160,1,0,2.4,11,33023,18,30,815.65
161,1,0,2.5,11,53188,24,43,919.18
162,1,0,2.56,11,14850,23,31,1323.28
163,1,0,2.71,11,48135,19,36,1079.16
164,1,0,2.53,11,48188,15,27,832.04
165,1,0,2.57,11,19111,17,51,1082.15
166,1,0,2.53,11,7107,22,33,699.02
167,1,0,2.7,11,53090,16,29,1114.55
168,1,0,2.57,11,11717,11,55,1002.13
169,1,0,2.43,11,32811,10,42,1333.48
170,1,0,2.67,11,60660,15,51,1092.9
171,1,0,2.76,11,75228,14,40,1106.17
172,1,0,2.87,11,8221,20,42,866.83
173,1,0,2.53,11,76040,13,47,978.99
174,1,0,2.67,11,76039,22,31,1349.4
175,1,0,2.79,11,84044,11,45,910.98
176,1,0,2.52,11,60008,22,41,793.31
177,1,0,2.54,11,33351,12,48,1196.9
178,1,0,2.47,11,41091,23,43,1186.62
179,1,0,2.54,11,12302,14,52,1089.87
180,1,0,2.71,11,33411,15,33,1078.46
181,1,0,2.55,11,95973,20,58,973.51
182,1,0,2.7,11,83644,14,43,962.83
183,1,0,2.64,11,2452,22,21,562.46
184,1,0,2.49,11,80634,16,39,1002.08
185,1,0,2.81,11,60173,17,34,910.68
186,1,0,2.59,11,99218,21,44,1197.35
187,1,0,2.53,11,85335,15,38,1343.76
188,1,0,2.88,11,14626,17,27,1255.78
189,1,0,3.16,11,67525,19,44,1191.3
190,1,0,2.63,11,3044,16,41,1090.43
191,1,0,2.49,11,32812,20,49,1109.09
192,1,0,2.45,11,92591,13,30,1298.21
193,1,0,2.57,11,6614,19,29,1296.17
194,1,0,2.5,11,11763,16,35,831.76
195,1,0,2.6,11,62960,17,43,1245.89
196,1,0,2.5,11,34480,21,44,711.17
197,1,0,2.53,11,7719,16,49,697.53
198,1,0,2.54,11,49713,16,45,1336.28
199,1,0,2.65,11,60445,17,37,1207.64
200,1,0,2.44,11,32258,17,39,1461.86
1,0,0,2.95,12,37166,16,26,964.55
2,0,0,2.65,12,11692,12,25,1127.51
3,0,0,2.64,12,34711,18,38,1396.45
4,0,0,2.5,12,1904,18,31,812.87
5,0,0,2.7,12,19143,18,34,671.68
6,0,0,2.69,12,39429,20,34,907.3
7,0,0,2.51,12,70726,20,33,1304.2
8,0,0,2.6,12,35216,15,33,887.84
9,0,0,2.6,12,55104,17,36,963.45
10,0,0,2.46,12,85027,19,43,953.01
11,0,0,2.52,12,30019,15,33,1066.8
12,0,0,2.61,12,85043,19,29,640.94
13,0,0,2.51,12,87113,20,35,1046.92
14,0,0,2.65,12,35007,11,38,1102.74
15,0,0,2.5,12,78664,15,37,753.58
16,0,0,2.5,12,43068,16,38,951.05
17,0,0,2.54,12,62690,16,43,1229.59
18,0,0,2.63,12,44095,17,37,1008.01
19,0,0,2.77,12,15202,15,42,1259.44
20,0,0,2.47,12,11801,14,30,1238.01
21,0,0,2.54,12,10462,16,54,1046.48
22,0,0,2.5,12,10312,12,43,1104.46
23,0,0,3,12,93727,19,37,1102.22
24,0,0,2.6,12,10567,17,46,1065.05
25,0,0,3.08,12,95677,16,25,887.21
26,0,0,2.73,12,8840,19,36,861.71
27,0,0,2.49,12,32822,19,45,721.65
28,0,0,2.52,12,2191,16,37,925.87
29,0,0,2.58,12,35674,13,28,1006.95
30,0,0,3.19,12,32205,10,36,1197.3
31,0,0,2.44,12,33325,17,35,680.52
32,0,0,2.83,12,58078,19,25,1109.45
33,0,0,2.64,12,48105,18,33,1085.86
34,0,0,2.76,12,14617,21,28,747.29
35,0,0,2.59,12,80231,20,36,1075.72
36,0,0,2.94,12,32822,16,24,832.99
37,0,0,3.96,12,78046,11,26,1254.97
38,0,0,3.66,12,90270,18,23,1039.64
39,0,0,3.02,12,21228,9,35,874.42
40,0,0,2.48,12,61275,14,45,1159.12
41,0,0,4.03,12,49643,13,31,466.24
42,0,0,2.7,12,21502,20,32,1334.89
43,0,0,2.53,12,78748,17,32,700.59
44,0,0,2.44,12,33023,13,29,1064.31
45,0,0,2.51,12,11040,15,30,1007.44
46,0,0,2.5,12,78413,22,49,1109.11
47,0,0,2.6,12,19118,16,42,1246.69
48,0,0,2.78,12,23838,12,30,905.61
49,0,0,2.55,12,44067,17,30,1028.99
50,0,0,2.56,12,70582,19,38,997.41
51,0,0,2.55,12,90254,10,33,894.78
52,0,0,2.55,12,12550,10,45,622.93
53,0,0,2.71,12,94591,11,32,692.41
54,0,0,2.62,12,75460,15,29,1261.48
55,0,0,2.53,12,53207,17,27,788.2
56,0,0,3.78,12,85390,12,28,585.97
57,0,0,2.5,12,33615,19,35,693.83
58,0,0,2.69,12,90029,13,39,812.11
59,0,0,2.52,12,27518,21,21,1171.71
60,0,0,2.71,12,85719,23,23,818.34
61,0,0,2.51,12,53548,21,25,501.15
62,0,0,2.67,12,40228,13,43,1098
63,0,0,2.57,12,43616,14,33,722.42
64,0,0,2.69,12,7044,16,45,1313.62
65,0,0,2.52,12,83622,18,24,1588.77
66,0,0,2.75,12,75181,15,44,1174.16
67,0,0,2.79,12,60502,19,21,745.81
68,0,0,2.9,12,70570,17,46,1224.2
69,0,0,2.62,12,85053,19,40,1266.92
70,0,0,2.53,12,8021,14,49,950.15
71,0,0,2.46,12,85212,16,35,1040.66
72,0,0,3.1,12,8731,21,36,853.55
73,0,0,2.5,12,28173,16,38,858.01
74,0,0,3.86,12,23881,14,31,695.45
75,0,0,2.59,12,29170,16,32,815.5
76,0,0,2.5,12,18252,20,34,1149.11
77,0,0,2.58,12,77489,17,32,1162.06
78,0,0,2.46,12,96814,23,30,817.36
79,0,0,2.6,12,10465,21,28,508.36
80,0,0,2.62,12,75006,20,20,958.39
81,0,0,2.66,12,91352,14,32,1334.34
82,0,0,2.48,12,8054,19,34,1154.06
83,0,0,2.51,12,33433,16,33,1163.95
84,0,0,2.61,12,44405,18,34,1040.35
85,0,0,2.67,12,23462,20,34,1024.24
86,0,0,2.68,12,37087,18,29,1121.51
87,0,0,2.5,12,80014,17,35,1142.93
88,0,0,2.78,12,27571,21,44,979.73
89,0,0,2.61,12,52632,16,35,750.91
90,0,0,2.56,12,7110,20,41,1156.36
91,0,0,2.58,12,85053,13,15,1641.87
92,0,0,2.63,12,76021,10,45,855.45
93,0,0,2.49,12,92562,17,21,1207.45
94,0,0,2.63,12,11727,17,42,816.26
95,0,0,2.67,12,30701,13,43,612.15
96,0,0,2.41,12,92104,20,34,1366.55
97,0,0,2.71,12,48906,17,30,1167.29
98,0,0,2.64,12,87112,16,53,994.89
99,0,0,2.6,12,49783,13,26,1095.73
100,0,0,2.57,12,11222,19,40,1315.15
101,1,0,2.8,12,66205,16,45,848.13
102,1,0,4.11,12,47872,14,25,792.13
103,1,0,2.71,12,11901,13,39,857.67
104,1,0,2.92,12,90022,14,41,858.36
105,1,0,4,12,77845,18,0,945.57
106,1,0,2.62,12,46310,16,25,1034.98
107,1,0,2.61,12,8690,17,40,1163.26
108,1,0,3.98,12,35803,20,23,518.15
109,1,0,2.74,12,75212,11,41,1004.01
110,1,0,2.53,12,83854,24,43,916.84
111,1,0,2.43,12,85022,20,49,1085.94
112,1,0,2.49,12,67601,21,54,735.51
113,1,0,2.64,12,2324,15,49,921.19
114,1,0,2.53,12,62401,17,37,931.87
115,1,0,2.75,12,91402,22,43,1240.42
116,1,0,2.61,12,43119,17,36,893.73
117,1,0,2.58,12,67601,19,32,901.55
118,1,0,2.47,12,68039,15,41,1094.28
119,1,0,2.58,12,45331,21,33,1118.69
120,1,0,2.69,12,37042,15,49,1260.26
121,1,0,2.51,12,15062,13,38,1006.54
122,1,0,2.73,12,75088,18,34,1256.08
123,1,0,2.73,12,55379,11,30,1162.41
124,1,0,2.63,12,60051,11,30,1028.08
125,1,0,2.56,12,48838,12,47,1299.5
126,1,0,2.73,12,90044,21,36,626.23
127,1,0,2.51,12,95650,14,36,1195.81
128,1,0,2.69,12,7060,14,41,1299.89
129,1,0,2.53,12,21224,19,39,696.79
130,1,0,2.66,12,46055,17,45,754.64
131,1,0,2.51,12,40118,19,37,1068.08
132,1,0,2.58,12,90280,17,44,773.62
133,1,0,2.77,12,21208,16,24,1003.16
134,1,0,2.48,12,18045,19,44,540.31
135,1,0,2.79,12,70001,17,47,765.09
136,1,0,2.87,12,21043,19,34,732.02
137,1,0,2.82,12,25701,10,37,1125.73
138,1,0,2.54,12,32801,20,36,702.73
139,1,0,2.61,12,90006,17,43,1221.48
140,1,0,3.19,12,13211,15,35,1015.11
141,1,0,3.88,12,33460,14,19,630.84
142,1,0,2.59,12,20705,12,45,1093.61
143,1,0,2.53,12,28547,16,49,860.95
144,1,0,2.46,12,33027,24,44,1326.86
145,1,0,2.47,12,32024,23,39,785.68
146,1,0,2.7,12,32609,24,27,680.96
147,1,0,2.55,12,80916,18,26,891.56
148,1,0,2.59,12,11411,13,24,1146.57
149,1,0,3.64,12,37771,13,35,680.92
150,1,0,3.22,12,37916,15,22,459.72
151,1,0,2.77,12,90501,10,59,1166.3
152,1,0,2.52,12,76034,12,46,1007.15
153,1,0,2.61,12,96826,21,43,1158.72
154,1,0,2.62,12,87144,17,42,812.46
155,1,0,2.75,12,27587,17,34,1381.14
156,1,0,2.53,12,45858,17,33,1330
157,1,0,2.49,12,91356,23,37,958.88
158,1,0,2.69,12,53186,20,39,919
159,1,0,3.05,12,90303,16,31,774.68
160,1,0,2.4,12,33023,16,32,913.77
161,1,0,2.5,12,53188,11,49,904.78
162,1,0,2.56,12,14850,17,43,1022.26
163,1,0,2.71,12,48135,22,28,897.85
164,1,0,2.53,12,48188,15,36,1568.48
165,1,0,2.57,12,19111,18,24,1313.4
166,1,0,2.53,12,7107,15,32,1178.33
167,1,0,2.7,12,53090,14,33,1300.36
168,1,0,2.57,12,11717,19,15,886.73
169,1,0,2.43,12,32811,13,29,594.45
170,1,0,2.67,12,60660,21,29,1049.25
171,1,0,2.76,12,75228,22,38,1181.35
172,1,0,2.87,12,8221,12,26,778.61
173,1,0,2.53,12,76040,20,39,1069.05
174,1,0,2.67,12,76039,22,32,1281.53
175,1,0,2.79,12,84044,13,31,1103.67
176,1,0,2.52,12,60008,17,38,820.94
177,1,0,2.54,12,33351,18,43,886.7
178,1,0,2.47,12,41091,16,44,695.16
179,1,0,2.54,12,12302,14,28,884.66
180,1,0,2.71,12,33411,21,44,1170.92
181,1,0,2.55,12,95973,17,33,1490.34
182,1,0,2.7,12,83644,24,30,932.09
183,1,0,2.64,12,2452,21,51,948.08
184,1,0,2.49,12,80634,15,51,1078.28
185,1,0,2.81,12,60173,14,33,1181.5
186,1,0,2.59,12,99218,17,46,933.58
187,1,0,2.53,12,85335,16,22,1035.12
188,1,0,2.88,12,14626,14,27,1401.05
189,1,0,3.16,12,67525,23,34,1115.67
190,1,0,2.63,12,3044,25,28,800.07
191,1,0,2.49,12,32812,21,38,546.28
192,1,0,2.45,12,92591,21,36,1450.27
193,1,0,2.57,12,6614,20,24,918.94
194,1,0,2.5,12,11763,10,38,1209.88
195,1,0,2.6,12,62960,15,40,667.29
196,1,0,2.5,12,34480,16,42,1046.69
197,1,0,2.53,12,7719,14,25,817.75
198,1,0,2.54,12,49713,18,28,791.92
199,1,0,2.65,12,60445,13,35,1612.86
200,1,0,2.44,12,32258,21,40,1043.14
1,0,0,2.95,13,37166,12,34,792.24
2,0,0,2.65,13,11692,13,42,783.41
3,0,0,2.64,13,34711,15,34,1087.08
4,0,0,2.5,13,1904,22,22,1115.84
5,0,0,2.7,13,19143,13,32,612.19
6,0,0,2.69,13,39429,10,30,931.09
7,0,0,2.51,13,70726,20,32,1069.47
8,0,0,2.6,13,35216,8,37,932.19
9,0,0,2.6,13,55104,21,39,988.04
10,0,0,2.46,13,85027,21,41,724.27
11,0,0,2.52,13,30019,16,33,1130.22
12,0,0,2.61,13,85043,17,33,1257.7
13,0,0,2.51,13,87113,20,39,949.42
14,0,0,2.65,13,35007,15,24,903.34
15,0,0,2.5,13,78664,17,34,1038.47
16,0,0,2.5,13,43068,14,44,937.95
